rank,scientific_name,database,db_id,kingdom,phylum,class,order,family,genus,species,raw_name
Genus,Caprella,worms,101430,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,,Caprella
Unknown,Caprella,worms,101430,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,,Caprella
Species,Caprella andreae,worms,101825,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella andreae,Caprella andreae
Family,Caprella andreae,worms,101825,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella andreae,Caprella andreae
Species,Caprella cristibrachium,worms,430817,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella cristibrachium,Caprella cristibrachium
Species,Caprella dilatata,worms,101829,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella dilatata,Caprella dilatata
Species,Caprella drepanochir,worms,423256,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella drepanochir,Caprella drepanochir
Species,Caprella equilibra,worms,101830,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella equilibra,Caprella equilibra
Species,Caprella mutica,worms,146768,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella mutica,Caprella mutica
Species,Caprella penantis,worms,101846,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella penantis,Caprella penantis
Species,Caprella scaura,worms,236551,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella scaura,Caprella scaura
Species,Caprella verrucosa,worms,430930,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella verrucosa,Caprella verrucosa
Species,Carcinus maenas,worms,107381,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas
Order,Caridea,worms,106674,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Caridea
Genus,Chionoecetes,worms,106898,Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,,Chionoecetes
Genus,Chthamalidae,worms,106059,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,,,Chthamalidae
Genus,Chthamalus,worms,106126,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,,Chthamalus
Species,Chthamalus barnesi,worms,733186,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus barnesi,Chthamalus barnesi
Species,Chthamalus challengeri,worms,535123,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus challengeri,Chthamalus challengeri
Species,Chthamalus montagui,worms,106230,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus montagui,Chthamalus montagui
Species,Chthamalus stellatus,worms,106231,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus stellatus,Chthamalus stellatus
Family,Cirolanidae,worms,118273,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,,,Cirolanidae
Class,Cirripedia,worms,1082,Animalia,Arthropoda,Hexanauplia,,,,,Cirripedia
Unknown,Cirripedia,worms,1082,Animalia,Arthropoda,Hexanauplia,,,,,Cirripedia
Species,Conchoderma auritum,worms,106146,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Conchoderma,Conchoderma auritum,Conchoderma auritum
Unknown,Conchoecia,worms,127533,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,,Conchoecia
Unknown,Copepoda,worms,1080,Animalia,Arthropoda,Hexanauplia,,,,,Copepoda
Genus,Corophium,worms,101489,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,,Corophium
Species,Corophium multisetosum,worms,102096,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium multisetosum,Corophium multisetosum
Phylum,Crustacea,worms,1066,Animalia,Arthropoda,,,,,,Crustacea
Species,Dactylopodamphiascopsis latifolius,worms,115932,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Dactylopodamphiascopsis,Dactylopodamphiascopsis latifolius,Dactylopodamphiascopsis latifolius
Order,Decapoda,worms,1130,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Decapoda
Species,Deutella venenosa,worms,430941,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Deutella,Deutella venenosa,Deutella venenosa
Species,Dosima fascicularis,worms,106148,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Dosima,Dosima fascicularis,Dosima fascicularis
Genus,Dulichia,worms,101734,Animalia,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,,Dulichia
Species,Dynoides spinipodus,worms,258217,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynoides,Dynoides spinipodus,Dynoides spinipodus
Species,Echinogammarus marinus,worms,102261,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus marinus,Echinogammarus marinus
Genus,Elasmopus,worms,101671,Animalia,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,,Elasmopus
Species,Endeis nodosa,worms,239997,Animalia,Arthropoda,Pycnogonida,Pantopoda,Endeidae,Endeis,Endeis nodosa,Endeis nodosa
Genus,Ericthonius,worms,101567,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,,Ericthonius
Genus,Eudorella,worms,110412,Animalia,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,,Eudorella
Unknown,Euphausiacea,worms,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,,,,Euphausiacea
Species,Galathea intermedia,worms,107150,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,Galathea intermedia,Galathea intermedia
Family,Galatheidae,worms,106733,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,,,Galatheidae
Family,Gammaridae,worms,101383,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammaridae
Order,Gammaridea,worms,1207,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Gammaridea
Species,Gammaropsis japonica,worms,548553,Animalia,Arthropoda,Malacostraca,Amphipoda,Photidae,Gammaropsis,Gammaropsis japonica,Gammaropsis japonica
Species,Glebocarcinus amphioetus,worms,440383,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Glebocarcinus,Glebocarcinus amphioetus,Glebocarcinus amphioetus
Unknown,Gnathopleustes,worms,549333,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Gnathopleustes,,Gnathopleustes
Species,Guinusia dentipes,worms,558068,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,Guinusia dentipes,Guinusia dentipes
Species,Halacarellus schefferi,worms,406944,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Halacarellus,Halacarellus schefferi,Halacarellus schefferi
Species,Halicarcinus planatus,worms,441785,Animalia,Arthropoda,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,Halicarcinus planatus,Halicarcinus planatus
Genus,Halobates,worms,204105,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Halobates,,Halobates
Order,Harpacticoida,worms,1102,Animalia,Arthropoda,Hexanauplia,Harpacticoida,,,,Harpacticoida
Unknown,Harpacticus,worms,115349,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,,Harpacticus
Species,Harpacticus compsonyx,worms,116165,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus compsonyx,Harpacticus compsonyx
Species,Harpacticus flexus,worms,116168,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus flexus,Harpacticus flexus
Species,Harpacticus nicaeensis,worms,116174,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus nicaeensis,Harpacticus nicaeensis
Species,Harpacticus septentrionalis,worms,116177,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus septentrionalis,Harpacticus septentrionalis
Species,Hemigrapsus sanguineus,worms,158417,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus sanguineus,Hemigrapsus sanguineus
Unknown,Heterolaophonte,worms,115371,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Heterolaophonte,,Heterolaophonte
Species,Heterolaophonte discophora,worms,157695,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Heterolaophonte,Heterolaophonte discophora,Heterolaophonte discophora
Genus,Heterosaccus,worms,234070,Animalia,Arthropoda,Hexanauplia,Rhizocephala,Sacculinidae,Heterosaccus,,Heterosaccus
Genus,Hippolyte,worms,106987,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Hippolyte,,Hippolyte
Species,Homarus americanus,worms,156134,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,Homarus americanus
Unknown,Hyale,worms,101547,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Hyale,,Hyale
Family,Hyalidae,worms,101385,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,,,Hyalidae
Species,Ianiropsis derjugini,worms,255983,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,Ianiropsis derjugini,Ianiropsis derjugini
Species,Ianiropsis serricaudis,worms,255999,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,Ianiropsis serricaudis,Ianiropsis serricaudis
Genus,Idotea,worms,118454,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,,Idotea
Unknown,Idotea,worms,118454,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,,Idotea
Species,Idotea balthica,worms,119039,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea balthica,Idotea balthica
Species,Idotea baltica,worms,325483,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea baltica,Idotea baltica
Species,Idotea emarginata,worms,119043,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea emarginata,Idotea emarginata
Species,Idotea metallica,worms,119047,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea metallica,Idotea metallica
Species,Idotea neglecta,worms,119048,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea neglecta,Idotea neglecta
Species,Idotea wosnesenskii,worms,711956,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea wosnesenskii,Idotea wosnesenskii
Family,Idoteidae,worms,118283,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,,,Idoteidae
Genus,Ilyarachna,worms,118354,Animalia,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,,Ilyarachna
Species,Ilyarachna profunda,worms,255868,Animalia,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,Ilyarachna profunda,Ilyarachna profunda
Class,Insecta,worms,1307,Animalia,Arthropoda,Insecta,,,,,Insecta
Family,Isaeidae,worms,101388,Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,,,Isaeidae
Order,Isopoda,worms,1131,Animalia,Arthropoda,Malacostraca,Isopoda,,,,Isopoda
Species,Jaera nordmanni,worms,118723,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Jaera,Jaera nordmanni,Jaera nordmanni
Species,Jassa marmorata,worms,102433,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,Jassa marmorata,Jassa marmorata
Species,Jassa slatteryi,worms,102438,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,Jassa slatteryi,Jassa slatteryi
Species,Latreutes antiborealis,worms,515286,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Latreutes,Latreutes antiborealis,Latreutes antiborealis
Genus,Lepas,worms,106087,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,,Lepas
Unknown,Lepas,worms,106087,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,,Lepas
Species,Lepas anatifera,worms,733346,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,Lepas anatifera,Lepas anatifera
Species,Lepas anatifera,worms,733346,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,Lepas anatifera,Lepas anatifera
Species,Lepas anserifera,worms,733347,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,Lepas anserifera,Lepas anserifera
Species,Lepas australis,worms,733349,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,Lepas australis,Lepas australis
Species,Lepas pectinata,worms,106152,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,Lepas pectinata,Lepas pectinata
Species,Lepas testudinata,worms,394971,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,Lepas testudinata,Lepas testudinata
Species,Lepechinella arctica,worms,102450,Animalia,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinella,Lepechinella arctica,Lepechinella arctica
Genus,Leptostylis,worms,110403,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Leptostylis,,Leptostylis
Genus,Libinia,worms,106906,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Libinia,,Libinia
Species,Liocarcinus navigator,worms,107392,Animalia,Arthropoda,Malacostraca,Decapoda,Polybiidae,Liocarcinus,Liocarcinus navigator,Liocarcinus navigator
Species,Liopetrolisthes mitra,worms,425819,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Liopetrolisthes,Liopetrolisthes mitra,Liopetrolisthes mitra
Family,Lithodidae,worms,106737,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,,,Lithodidae
Genus,Lysmata,worms,106992,Animalia,Arthropoda,Malacostraca,Decapoda,Lysmatidae,Lysmata,,Lysmata
Family,Majoidea,worms,106700,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Majoidea
Unknown,Majoidea,worms,106700,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Majoidea
Unknown,Megabalanus,worms,106123,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Megabalanus,,Megabalanus
Species,Megabalanus rosa,worms,394983,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Megabalanus,Megabalanus rosa,Megabalanus rosa
Species,Megabalanus zebra,worms,394986,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Megabalanus,Megabalanus zebra,Megabalanus zebra
Species,Microeuraphia permitini,worms,733204,Animalia,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Microeuraphia,Microeuraphia permitini,Microeuraphia permitini
Species,Monocorophium salmonis,gbif,2217348,Animalia,Arthropoda,Malacostraca,Amphipoda,Corpohiidae,Monocorophium,,Monocorophium salmonis
Genus,Munida,worms,106835,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,Munida
Species,Munna japonica,worms,256220,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,Munna japonica,Munna japonica
Species,Neoacasta laevigata,worms,535258,Animalia,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Neoacasta,Neoacasta laevigata,Neoacasta laevigata
Unknown,Obesostoma,worms,459754,Animalia,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,Obesostoma,,Obesostoma
Species,Obesostoma setosum,worms,462174,Animalia,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,Obesostoma,Obesostoma setosum,Obesostoma setosum
Species,Oedignathus inermis,worms,590112,Animalia,Arthropoda,Malacostraca,Decapoda,Hapalogastridae,Oedignathus,Oedignathus inermis,Oedignathus inermis
Unknown,Ostracoda,worms,1078,Animalia,Arthropoda,Ostracoda,,,,,Ostracoda
Genus,Pachycheles,worms,205958,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,,Pachycheles
Species,Pachygrapsus marmoratus,worms,107455,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,Pachygrapsus marmoratus,Pachygrapsus marmoratus
Family,Paguroidea,worms,106687,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Paguroidea
Genus,Pagurus,worms,106854,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,Pagurus
Genus,Palaemon,worms,107032,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,,Palaemon
Species,Palaemon affinis,worms,514444,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon affinis,Palaemon affinis
Species,Palaemon elegans,worms,107614,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon elegans,Palaemon elegans
Species,Panopeus herbstii,worms,158436,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Panopeus,Panopeus herbstii,Panopeus herbstii
Species,Paracaprella pusilla,worms,211364,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Paracaprella,Paracaprella pusilla,Paracaprella pusilla
Species,Paradexamine pacifica,worms,220766,Animalia,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Paradexamine,Paradexamine pacifica,Paradexamine pacifica
Family,Paradoxostomatidae,worms,127508,Animalia,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,,,Paradoxostomatidae
Species,Paralaophonte congenera,worms,116290,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Paralaophonte,Paralaophonte congenera,Paralaophonte congenera
Genus,Paralomis,worms,106848,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralomis,,Paralomis
Species,Paramphiascella fulvofasciata,worms,115960,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Paramphiascella,Paramphiascella fulvofasciata,Paramphiascella fulvofasciata
Family,Paramunnidae,worms,118266,Animalia,Arthropoda,Malacostraca,Isopoda,Paramunnidae,,,Paramunnidae
Species,Parastenhelia spinosa,worms,116446,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Parastenheliidae,Parastenhelia,Parastenhelia spinosa,Parastenhelia spinosa
Family,Pardaliscidae,worms,101401,Animalia,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,,,Pardaliscidae
Species,Pentidotea wosnesenskii,worms,261982,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea,Pentidotea wosnesenskii,Pentidotea wosnesenskii
Species,Perforatus perforatus,worms,535477,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Perforatus,Perforatus perforatus,Perforatus perforatus
Species,Petrolisthes tuberculosus,worms,431870,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,Petrolisthes tuberculosus,Petrolisthes tuberculosus
Species,Photis typhlops,worms,548679,Animalia,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,Photis typhlops,Photis typhlops
Species,Phoxichilidium quadradentatum,worms,266431,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Phoxichilidium,Phoxichilidium quadradentatum,Phoxichilidium quadradentatum
Species,Phtisica marina,worms,101864,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Phtisica,Phtisica marina,Phtisica marina
Species,Pilumnoides perlatus,worms,148463,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnoididae,Pilumnoides,Pilumnoides perlatus,Pilumnoides perlatus
Genus,Pilumnus,worms,106941,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus,,Pilumnus
Genus,Plagusia,worms,106967,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia,,Plagusia
Unknown,Plagusia,worms,106967,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia,,Plagusia
Species,Plagusia immaculata,worms,207571,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia,Plagusia immaculata,Plagusia immaculata
Species,Plagusia squamosa,worms,395028,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia,Plagusia squamosa,Plagusia squamosa
Genus,Planes,worms,106968,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,,Planes
Unknown,Planes,worms,106968,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,,Planes
Species,Planes major,worms,444469,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,Planes major,Planes major
Species,Planes marinus,worms,241202,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,Planes marinus,Planes marinus
Species,Planes minutus,worms,107462,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,Planes minutus,Planes minutus
Order,Pleocyemata,worms,106670,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Pleocyemata
Family,Pleustidae,worms,101404,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,,,Pleustidae
Order,Podocopida,worms,1091,Animalia,Arthropoda,Ostracoda,Podocopida,,,,Podocopida
Species,Pollicipes polymerus,worms,535329,Animalia,Arthropoda,Hexanauplia,Scalpelliformes,Pollicipedidae,Pollicipes,Pollicipes polymerus,Pollicipes polymerus
Species,Polybius henslowii,worms,107399,Animalia,Arthropoda,Malacostraca,Decapoda,Polybiidae,Polybius,Polybius henslowii,Polybius henslowii
Genus,Protomedeia,worms,101574,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,,Protomedeia
Species,Pseudoctomeris sulcata,worms,535331,Animalia,Arthropoda,Hexanauplia,Sessilia,Pachylasmatidae,Pseudoctomeris,Pseudoctomeris sulcata,Pseudoctomeris sulcata
Species,Ptilohyale littoralis,worms,491504,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Ptilohyale,Ptilohyale littoralis,Ptilohyale littoralis
Class,Pycnogonida,worms,1302,Animalia,Arthropoda,Pycnogonida,,,,,Pycnogonida
Unknown,Pycnogonida,worms,1302,Animalia,Arthropoda,Pycnogonida,,,,,Pycnogonida
Species,Sarsamphiascus minutus,worms,549121,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Sarsamphiascus,Sarsamphiascus minutus,Sarsamphiascus minutus
Species,Sarsamphiascus varians,worms,549134,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Sarsamphiascus,Sarsamphiascus varians,Sarsamphiascus varians
Unknown,Sclerochilus,worms,127583,Animalia,Arthropoda,Ostracoda,Podocopida,Bythocytheridae,Sclerochilus,,Sclerochilus
Species,Semibalanus balanoides,worms,106210,Animalia,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Semibalanus,Semibalanus balanoides,Semibalanus balanoides
